state,year_month,disaster_count
PA,2012-10,2
PA,2013-06,1
PA,2014-02,1
PA,2016-01,1
PA,2016-10,1
PA,2018-08,1
PA,2020-01,2
PA,2021-08,1
PA,2024-08,1
RI,1954-09,1
RI,1955-08,1
RI,1978-02,2
RI,1985-09,1
RI,1991-08,1
RI,1992-08,1
RI,1993-03,1
RI,1996-01,1
RI,1996-11,1
RI,2003-02,1
RI,2005-01,1
RI,2005-08,1
RI,2007-04,1
RI,2010-03,2
RI,2011-08,2
RI,2012-10,2
RI,2013-02,1
RI,2015-01,1
RI,2020-01,3
RI,2021-08,1
RI,2022-01,1
RI,2023-04,1
RI,2023-09,1
RI,2023-12,1
RI,2024-01,1
SC,1954-10,1
SC,1955-08,1
SC,1977-08,1
SC,1984-03,1
SC,1989-09,1
SC,1990-10,1
SC,1996-09,1
SC,1998-08,1
SC,1999-09,2
SC,2000-01,1
SC,2001-11,1
SC,2002-06,1
SC,2002-12,1
SC,2004-01,1
SC,2004-08,2
SC,2004-09,1
SC,2005-08,1
SC,2005-12,1
SC,2009-04,1
SC,2014-02,2
SC,2015-10,2
SC,2016-10,2
SC,2016-11,1
SC,2017-09,2
SC,2018-09,2
SC,2019-08,2
SC,2020-01,2
SC,2020-02,1
SC,2020-04,1
SC,2022-09,2
SC,2023-08,1
SC,2024-08,2
SC,2024-09,2
SC,2024-11,1
SC,2025-03,3
SC,2026-01,2
SD,1954-07,1
SD,1960-04,1
SD,1962-07,1
SD,1965-05,1
SD,1969-04,1
SD,1972-06,1
SD,1974-07,1
SD,1975-07,1
SD,1976-06,2
SD,1984-06,1
SD,1985-07,2
SD,1986-03,1
SD,1987-07,1
SD,1988-07,1
SD,1988-09,1
SD,1992-06,1
SD,1993-05,1
SD,1994-03,1
SD,1994-08,1
SD,1995-01,1
SD,1995-03,1
SD,1995-10,1
SD,1996-11,1
SD,1997-01,1
SD,1997-02,1
SD,1998-04,1
SD,1999-06,1
SD,2000-04,1
SD,2000-08,2
SD,2001-03,1
SD,2001-07,1
SD,2002-06,1
SD,2002-08,1
SD,2003-11,1
SD,2004-05,1
SD,2005-04,1
SD,2005-06,1
SD,2005-07,2
SD,2005-09,1
SD,2005-11,1
SD,2006-04,1
SD,2006-07,1
SD,2007-05,1
SD,2007-07,2
SD,2008-05,1
SD,2008-06,1
SD,2008-11,1
SD,2009-03,1
SD,2009-12,1
SD,2010-01,1
SD,2010-03,1
SD,2010-04,1
SD,2010-06,1
SD,2010-07,1
SD,2010-09,1
SD,2011-03,1
SD,2012-07,1
SD,2012-08,1
SD,2013-04,1
SD,2013-05,1
SD,2013-06,1
SD,2013-10,1
SD,2014-06,1
SD,2015-05,1
SD,2015-06,1
SD,2016-12,1
SD,2017-12,1
SD,2018-08,1
SD,2019-03,2
SD,2019-05,1
SD,2019-06,1
SD,2019-09,1
SD,2020-01,5
SD,2021-03,1
SD,2021-10,1
SD,2022-05,1
SD,2022-06,1
SD,2022-12,3
SD,2023-04,1
SD,2024-06,1
SD,2024-07,1
SD,2025-06,1
SD,2025-12,1
SD,2026-03,1
TN,1963-03,1
TN,1969-07,1
TN,1971-05,1
TN,1972-05,1
TN,1973-03,1
TN,1973-05,1
TN,1973-06,1
TN,1974-04,1
TN,1975-03,1
TN,1977-04,1
TN,1977-11,1
TN,1979-05,1
TN,1982-08,1
TN,1982-09,1
TN,1984-05,1
TN,1990-02,1
TN,1990-12,1
TN,1991-05,1
TN,1993-03,1
TN,1994-02,1
TN,1994-03,1
TN,1995-05,1
TN,1997-02,1
TN,1997-03,1
TN,1998-01,1
TN,1998-04,1
TN,1998-07,1
TN,1998-12,1
TN,1999-01,1
TN,1999-04,1
TN,1999-05,1
TN,2000-05,1
TN,2000-10,2
TN,2000-11,1
TN,2001-07,1
TN,2001-11,2
TN,2002-01,1
TN,2002-11,1
TN,2003-02,1
TN,2003-05,1
TN,2003-07,1
TN,2004-09,1
TN,2005-08,1
TN,2006-04,1
TN,2008-02,1
TN,2009-01,1
TN,2009-04,1
TN,2009-06,1
TN,2009-07,1
TN,2010-04,1
TN,2010-08,1
TN,2011-02,1
TN,2011-04,4
TN,2011-06,1
TN,2012-02,1
TN,2014-03,1
TN,2014-06,1
TN,2015-02,1
TN,2016-11,5
TN,2017-05,1
TN,2019-02,1
TN,2019-10,1
TN,2020-01,2
TN,2020-03,1
TN,2020-04,1
TN,2020-05,1
TN,2020-12,1
TN,2021-02,1
TN,2021-03,1
TN,2021-08,1
TN,2021-12,2
TN,2022-02,1
TN,2022-12,1
TN,2023-03,2
TN,2023-06,1
TN,2023-07,1
TN,2023-08,1
TN,2023-12,1
TN,2024-05,1
TN,2024-09,2
TN,2025-04,2
TN,2026-01,2
TX,1953-05,1
TX,1953-06,1
TX,1954-07,1
TX,1957-04,1
TX,1958-06,1
TX,1959-07,1
TX,1960-07,1
TX,1961-09,1
TX,1963-09,1
TX,1965-06,1
TX,1966-05,1
TX,1966-09,1
TX,1967-09,1
TX,1968-06,1
TX,1968-07,1
TX,1970-05,1
TX,1970-08,1
TX,1971-09,1
TX,1972-01,1
TX,1972-05,1
TX,1973-03,1
TX,1973-06,1
TX,1973-07,1
TX,1974-11,1
TX,1975-02,1
TX,1975-04,1
TX,1976-06,1
TX,1978-08,1
TX,1979-04,2
TX,1979-06,1
TX,1979-07,1
TX,1979-09,1
TX,1980-08,1
TX,1980-09,1
TX,1981-09,1
TX,1981-10,1
TX,1982-04,1
TX,1982-05,1
TX,1983-08,1
TX,1983-12,1
TX,1984-09,1
TX,1984-10,1
TX,1986-04,1
TX,1986-05,1
TX,1987-05,1
TX,1987-11,1
TX,1988-03,1
TX,1988-09,1
TX,1989-03,1
TX,1989-05,1
TX,1989-06,1
TX,1989-12,1
TX,1990-04,1
TX,1991-04,1
TX,1991-12,1
TX,1992-03,1
TX,1992-05,1
TX,1992-06,1
TX,1992-11,1
TX,1993-04,1
TX,1993-05,1
TX,1993-08,2
TX,1994-04,1
TX,1994-07,1
TX,1994-10,1
TX,1995-05,1
TX,1996-02,4
TX,1996-03,38
TX,1996-04,10
TX,1996-05,2
TX,1996-07,1
TX,1997-06,1
TX,1998-05,2
TX,1998-06,4
TX,1998-07,13
TX,1998-08,7
TX,1998-09,9
TX,1998-10,1
TX,1999-03,1
TX,1999-05,1
TX,1999-08,6
TX,1999-09,2
TX,1999-10,1
TX,1999-11,1
TX,2000-01,3
TX,2000-03,1
TX,2000-08,4
TX,2000-09,11
TX,2000-10,1
TX,2000-12,1
TX,2001-06,1
TX,2002-06,1
TX,2002-09,1
TX,2002-10,1
TX,2003-02,1
TX,2003-07,1
TX,2005-08,1
TX,2005-09,2
TX,2005-11,1
TX,2005-12,2
TX,2006-01,12
TX,2006-02,1
TX,2006-05,1
TX,2006-06,1
TX,2006-07,1
TX,2006-08,2
TX,2006-09,1
TX,2006-11,1
TX,2007-04,1
TX,2007-06,1
TX,2007-08,2
TX,2008-02,6
TX,2008-03,10
TX,2008-04,2
TX,2008-05,1
TX,2008-06,3
TX,2008-07,1
TX,2008-08,2
TX,2008-09,2
TX,2009-02,3
TX,2009-03,3
TX,2009-04,10
TX,2010-06,2
TX,2011-02,4
TX,2011-03,2
TX,2011-04,20
TX,2011-05,6
TX,2011-06,11
TX,2011-07,1
TX,2011-08,3
TX,2011-09,10
TX,2012-04,1
TX,2013-04,2
TX,2013-10,1
TX,2014-05,1
TX,2015-05,1
TX,2015-10,2
TX,2015-12,1
TX,2016-03,1
TX,2016-04,1
TX,2016-05,1
TX,2017-08,1
TX,2018-04,3
TX,2018-05,1
TX,2018-06,1
TX,2018-07,2
TX,2018-09,1
TX,2019-06,1
TX,2019-08,1
TX,2019-09,1
TX,2020-01,3
TX,2020-07,1
TX,2020-08,2
TX,2021-02,2
TX,2021-12,2
TX,2022-03,3
TX,2022-05,1
TX,2022-07,2
TX,2023-01,1
TX,2024-02,2
TX,2024-04,1
TX,2024-07,1
TX,2025-03,7
TX,2025-07,1
TX,2026-02,1
TX,2026-03,1
TX,2026-05,2
UT,1977-01,1
UT,1983-04,1
UT,1984-08,1
UT,1986-02,1
UT,1989-01,1
UT,1994-08,2
UT,1999-08,1
UT,2001-08,1
UT,2002-06,1
UT,2003-07,1
UT,2004-06,1
UT,2005-01,1
UT,2005-04,1
UT,2005-06,1
UT,2005-08,1
UT,2007-06,1
UT,2007-07,2
UT,2009-07,1
UT,2010-09,1
UT,2010-12,1
UT,2011-04,1
UT,2011-11,1
UT,2012-06,4
UT,2012-07,1
UT,2012-09,1
UT,2013-08,1
UT,2014-07,1
UT,2016-06,1
UT,2017-02,1
UT,2017-06,1
UT,2017-09,1
UT,2018-07,1
UT,2018-08,1
UT,2018-09,1
UT,2019-08,1
UT,2020-01,2
UT,2020-03,1
UT,2020-06,2
UT,2020-07,1
UT,2020-09,2
UT,2021-06,2
UT,2021-08,1
UT,2023-05,1
UT,2024-07,1
UT,2025-06,1
UT,2025-07,2
UT,2026-06,3
VA,1957-02,1
VA,1962-03,1
VA,1963-03,1
VA,1969-08,1
VA,1972-06,1
VA,1972-10,2
VA,1976-10,1
VA,1977-01,1
VA,1977-04,1
VA,1977-07,1
VA,1977-11,1
VA,1979-07,1
VA,1979-09,1
VA,1984-05,1
VA,1985-11,1
VA,1989-10,1
VA,1992-04,1
VA,1993-03,1
VA,1993-08,1
VA,1994-02,1
VA,1994-03,1
VA,1995-06,1
VA,1996-01,2
VA,1996-09,1
VA,1998-08,1
VA,1999-08,1
VA,1999-09,2
VA,2000-01,1
VA,2001-07,1
VA,2001-09,2
VA,2001-11,3
VA,2002-02,1
VA,2002-03,1
VA,2002-04,1
VA,2003-02,1
VA,2003-09,1
VA,2003-11,1
VA,2004-05,1
VA,2004-08,1
VA,2004-09,1
VA,2005-08,1
VA,2006-04,1
VA,2006-06,1
VA,2006-08,1
VA,2009-11,1
VA,2009-12,1
VA,2010-02,1
VA,2011-02,2
VA,2011-08,3
VA,2011-09,1
VA,2012-06,1
VA,2012-10,2
VA,2016-01,1
VA,2016-10,1
VA,2018-09,2
VA,2018-10,1
VA,2020-01,2
VA,2021-02,1
VA,2021-08,1
VA,2022-01,1
VA,2022-07,1
VA,2024-09,2
VA,2025-02,1
VA,2026-01,1
VT,1963-11,1
VT,1964-03,1
VT,1969-08,1
VT,1973-07,1
VT,1976-08,1
VT,1977-09,1
VT,1984-06,1
VT,1989-08,1
VT,1990-07,1
VT,1992-03,1
VT,1993-04,1
VT,1995-08,1
VT,1996-01,1
VT,1996-06,1
VT,1997-07,1
VT,1998-01,1
VT,1998-06,1
VT,1999-09,1
VT,2000-07,1
VT,2000-12,1
VT,2001-03,1
VT,2002-06,1
VT,2003-07,1
VT,2004-08,1
VT,2007-04,1
VT,2007-07,1
VT,2008-06,1
VT,2008-07,2
VT,2008-12,1
VT,2010-12,1
VT,2011-04,1
VT,2011-05,2
VT,2011-08,2
VT,2012-05,1
VT,2013-05,1
VT,2013-06,1
VT,2013-12,1
VT,2014-04,1
VT,2014-12,1
VT,2015-06,1
VT,2017-06,1
VT,2017-10,1
VT,2018-05,1
VT,2019-04,1
VT,2019-10,1
VT,2020-01,2
VT,2021-07,1
VT,2021-08,1
VT,2022-12,1
VT,2023-07,2
VT,2023-08,1
VT,2023-12,1
VT,2024-01,1
VT,2024-07,2
VT,2024-08,2
WA,1956-02,1
WA,1957-03,1
WA,1962-10,1
WA,1963-03,1
WA,1964-12,1
WA,1965-05,1
WA,1970-07,1
WA,1971-02,1
WA,1972-02,1
WA,1972-03,1
WA,1972-06,1
WA,1974-01,1
WA,1975-12,1
WA,1977-03,1
WA,1977-12,1
WA,1979-03,1
WA,1979-07,1
WA,1979-12,1
WA,1980-05,1
WA,1982-08,1
WA,1983-01,1
WA,1985-08,1
WA,1986-01,1
WA,1986-02,1
WA,1986-05,1
WA,1986-11,1
WA,1988-09,1
WA,1989-03,1
WA,1990-01,1
WA,1990-11,1
WA,1990-12,1
WA,1991-10,2
WA,1992-08,1
WA,1993-01,1
WA,1994-05,1
WA,1994-07,4
WA,1995-11,1
WA,1996-01,1
WA,1996-08,1
WA,1996-11,1
WA,1996-12,1
WA,1997-03,1
WA,1997-04,1
WA,1997-07,1
WA,1997-08,1
WA,1997-09,1
WA,1998-03,1
WA,1998-05,1
WA,1998-07,1
WA,1998-09,2
WA,2000-06,1
WA,2000-07,1
WA,2000-08,1
WA,2001-02,1
WA,2001-07,1
WA,2001-08,7
WA,2002-07,2
WA,2003-07,2
WA,2003-09,1
WA,2003-10,1
WA,2004-07,3
WA,2004-08,2
WA,2005-07,1
WA,2005-08,2
WA,2006-01,1
WA,2006-08,2
WA,2006-09,1
WA,2006-11,1
WA,2006-12,1
WA,2007-07,2
WA,2007-09,1
WA,2007-12,1
WA,2008-07,2
WA,2008-12,1
WA,2009-01,1
WA,2009-07,1
WA,2009-08,2
WA,2010-07,1
WA,2010-08,1
WA,2011-01,1
WA,2011-09,1
WA,2012-01,1
WA,2012-07,1
WA,2012-08,1
WA,2012-09,7
WA,2013-07,1
WA,2013-08,2
WA,2014-03,2
WA,2014-07,8
WA,2014-08,2
WA,2015-06,1
WA,2015-07,1
WA,2015-08,12
WA,2015-09,1
WA,2015-11,1
WA,2015-12,1
WA,2016-07,1
WA,2016-08,3
WA,2017-01,1
WA,2017-05,1
WA,2017-06,1
WA,2017-09,1
WA,2018-05,1
WA,2018-07,4
WA,2018-08,5
WA,2018-12,1
WA,2020-01,4
WA,2020-07,2
WA,2020-08,2
WA,2020-09,7
WA,2020-12,1
WA,2021-07,5
WA,2021-08,4
WA,2021-11,1
WA,2021-12,1
WA,2022-08,1
WA,2022-09,1
WA,2022-10,1
WA,2022-11,1
WA,2023-07,5
WA,2023-08,3
WA,2024-01,1
WA,2024-06,2
WA,2024-07,4
WA,2025-07,1
WA,2025-09,1
WA,2025-12,2
WA,2026-06,1
WI,1965-04,1
WI,1969-05,1
WI,1969-07,1
WI,1972-09,1
WI,1973-04,1
WI,1974-04,1
WI,1975-09,1
WI,1976-03,1
WI,1976-06,1
WI,1977-08,1
WI,1978-07,1
WI,1979-01,1
WI,1980-04,1
WI,1980-07,1
WI,1984-06,1
WI,1984-07,1
WI,1986-08,1
WI,1986-09,1
WI,1990-06,1
WI,1990-08,1
WI,1991-07,1
WI,1992-06,1
WI,1992-08,1
WI,1992-09,1
WI,1993-06,1
WI,1996-07,1
WI,1997-06,1
WI,1998-06,1
WI,1998-08,1
WI,1999-07,1
WI,2000-05,1
WI,2000-12,1
WI,2001-04,1
WI,2002-06,1
WI,2002-09,1
WI,2004-05,1
WI,2005-08,1
WI,2007-08,1
WI,2008-02,1
WI,2008-06,1
WI,2010-07,1
WI,2010-09,1
WI,2011-01,1
WI,2012-06,1
WI,2013-06,1
WI,2016-07,1
WI,2016-09,1
WI,2017-07,1
WI,2018-06,1
WI,2018-08,1
WI,2019-07,1
WI,2020-01,3
WI,2025-08,1
WI,2026-04,1
WV,1954-08,1
WV,1957-01,1
WV,1961-07,1
WV,1962-03,1
WV,1963-03,1
WV,1964-03,1
WV,1967-03,1
WV,1969-09,2
WV,1972-02,1
WV,1972-07,1
WV,1972-08,1
WV,1974-01,1
WV,1974-04,1
WV,1975-09,1
WV,1977-01,1
WV,1977-04,1
WV,1977-08,2
WV,1978-12,1
WV,1980-08,1
WV,1984-05,1
WV,1985-11,1
WV,1993-03,1
WV,1995-06,1
WV,1996-01,2
WV,1996-05,1
WV,1996-07,1
WV,1996-09,1
WV,1997-02,1
WV,1998-06,1
WV,2000-02,1
WV,2001-05,1
WV,2001-11,2
WV,2002-05,1
WV,2003-02,1
WV,2003-06,1
WV,2003-09,1
WV,2003-11,1
WV,2004-05,1
WV,2004-07,1
WV,2004-09,1
WV,2005-01,1
WV,2005-08,1
WV,2007-04,1
WV,2008-06,1
WV,2009-05,1
WV,2009-12,1
WV,2010-02,1
WV,2010-03,1
WV,2010-06,1
WV,2012-02,1
WV,2012-03,1
WV,2012-06,2
WV,2012-10,2
WV,2013-06,1
WV,2014-01,1
WV,2015-03,1
WV,2015-04,3
WV,2015-07,1
WV,2016-06,1
WV,2017-07,1
WV,2018-02,1
WV,2018-05,1
WV,2019-06,1
WV,2020-01,2
WV,2021-02,2
WV,2022-07,1
WV,2022-08,1
WV,2023-08,1
WV,2024-04,2
WV,2024-09,1
WV,2025-02,1
WV,2025-06,1
WV,2026-01,1
WY,1963-07,1
WY,1977-06,1
WY,1978-05,1
WY,1979-07,1
WY,1985-08,1
WY,1987-02,1
WY,1998-10,1
WY,2000-07,1
WY,2000-10,1
WY,2001-07,2
WY,2001-09,1
WY,2002-06,2
WY,2002-08,1
WY,2003-11,1
WY,2005-08,1
WY,2006-07,1
WY,2006-08,1
WY,2007-08,1
WY,2010-06,1
WY,2011-05,1
WY,2012-06,1
WY,2012-07,2
WY,2012-09,1
WY,2015-05,1
WY,2015-10,1
WY,2016-07,2
WY,2017-02,1
WY,2017-06,1
WY,2018-06,1
WY,2018-09,1
WY,2020-01,2
WY,2020-09,2
WY,2023-06,1
WY,2024-03,1
WY,2024-07,1
WY,2024-08,2
WY,2024-09,1
WY,2025-08,1
